chunking_strategy,retrieval_method,k,trial,query_id,query_type,recall_at_k,mrr,ndcg_at_k,hit_at_k,faithfulness,answer_correctness,context_precision,table_integrity,citation_validity,query_latency_ms,query_cost_usd
fixed_size,dense,3,1,q_0008,lore,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,10.12540000010631,0.0
fixed_size,dense,5,1,q_0008,lore,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,10.12540000010631,0.0
fixed_size,dense,10,1,q_0008,lore,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,10.12540000010631,0.0
fixed_size,dense,20,1,q_0008,lore,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,10.12540000010631,0.0
fixed_size,dense,1,1,q_0009,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.816300000034971,0.0
fixed_size,dense,3,1,q_0009,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.816300000034971,0.0
fixed_size,dense,5,1,q_0009,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.816300000034971,0.0
fixed_size,dense,10,1,q_0009,lore,1.0,1.0,0.7777061538487877,1.0,0.0,0.0,0.0,0.0,0.0,8.816300000034971,0.0
fixed_size,dense,20,1,q_0009,lore,1.0,1.0,0.7777061538487877,1.0,0.0,0.0,0.0,0.0,0.0,8.816300000034971,0.0
fixed_size,dense,1,1,q_0010,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.057699999786564,0.0
fixed_size,dense,3,1,q_0010,lore,1.0,1.0,0.9197207891481876,1.0,0.0,0.0,0.0,0.0,0.0,12.057699999786564,0.0
fixed_size,dense,5,1,q_0010,lore,1.0,1.0,0.9197207891481876,1.0,0.0,0.0,0.0,0.0,0.0,12.057699999786564,0.0
fixed_size,dense,10,1,q_0010,lore,1.0,1.0,0.9197207891481876,1.0,0.0,0.0,0.0,0.0,0.0,12.057699999786564,0.0
fixed_size,dense,20,1,q_0010,lore,1.0,1.0,0.9197207891481876,1.0,0.0,0.0,0.0,0.0,0.0,12.057699999786564,0.0
fixed_size,dense,1,1,q_0011,lore,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.46519999949669,0.0
fixed_size,dense,3,1,q_0011,lore,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.46519999949669,0.0
fixed_size,dense,5,1,q_0011,lore,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,12.46519999949669,0.0
fixed_size,dense,10,1,q_0011,lore,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,12.46519999949669,0.0
fixed_size,dense,20,1,q_0011,lore,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,12.46519999949669,0.0
fixed_size,dense,1,1,q_0012,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.52409999849624,0.0
fixed_size,dense,3,1,q_0012,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.52409999849624,0.0
fixed_size,dense,5,1,q_0012,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.52409999849624,0.0
fixed_size,dense,10,1,q_0012,lore,1.0,1.0,0.7977228895450266,1.0,0.0,0.0,0.0,0.0,0.0,11.52409999849624,0.0
fixed_size,dense,20,1,q_0012,lore,1.0,1.0,0.6957733170640094,1.0,0.0,0.0,0.0,0.0,0.0,11.52409999849624,0.0
fixed_size,dense,1,1,q_0013,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.954800000035902,0.0
fixed_size,dense,3,1,q_0013,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.954800000035902,0.0
fixed_size,dense,5,1,q_0013,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.954800000035902,0.0
fixed_size,dense,10,1,q_0013,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.954800000035902,0.0
fixed_size,dense,20,1,q_0013,lore,1.0,1.0,0.836810589849079,1.0,0.0,0.0,0.0,0.0,0.0,10.954800000035902,0.0
fixed_size,dense,1,1,q_0014,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.643699999694945,0.0
fixed_size,dense,3,1,q_0014,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.643699999694945,0.0
fixed_size,dense,5,1,q_0014,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.643699999694945,0.0
fixed_size,dense,10,1,q_0014,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.643699999694945,0.0
fixed_size,dense,20,1,q_0014,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.643699999694945,0.0
fixed_size,dense,1,1,q_0016,lore,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.724100000719773,0.0
fixed_size,dense,3,1,q_0016,lore,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.724100000719773,0.0
fixed_size,dense,5,1,q_0016,lore,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.724100000719773,0.0
fixed_size,dense,10,1,q_0016,lore,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.724100000719773,0.0
fixed_size,dense,20,1,q_0016,lore,1.0,0.07692307692307693,0.26264953503719357,1.0,0.0,0.0,0.0,0.0,0.0,11.724100000719773,0.0
fixed_size,dense,1,1,q_0017,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.231100001576124,0.0
fixed_size,dense,3,1,q_0017,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.231100001576124,0.0
fixed_size,dense,5,1,q_0017,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.231100001576124,0.0
fixed_size,dense,10,1,q_0017,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.231100001576124,0.0
fixed_size,dense,20,1,q_0017,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.231100001576124,0.0
fixed_size,dense,1,1,q_0018,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.908700000480167,0.0
fixed_size,dense,3,1,q_0018,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.908700000480167,0.0
fixed_size,dense,5,1,q_0018,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.908700000480167,0.0
fixed_size,dense,10,1,q_0018,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.908700000480167,0.0
fixed_size,dense,20,1,q_0018,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.908700000480167,0.0
fixed_size,dense,1,1,q_0019,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.763100001189741,0.0
fixed_size,dense,3,1,q_0019,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.763100001189741,0.0
fixed_size,dense,5,1,q_0019,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.763100001189741,0.0
fixed_size,dense,10,1,q_0019,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.763100001189741,0.0
fixed_size,dense,20,1,q_0019,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.763100001189741,0.0
fixed_size,dense,1,1,q_0020,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.49909999933152,0.0
fixed_size,dense,3,1,q_0020,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.49909999933152,0.0
fixed_size,dense,5,1,q_0020,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.49909999933152,0.0
fixed_size,dense,10,1,q_0020,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.49909999933152,0.0
fixed_size,dense,20,1,q_0020,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.49909999933152,0.0
fixed_size,dense,1,1,q_0021,lore,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.711600000329781,0.0
fixed_size,dense,3,1,q_0021,lore,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,12.711600000329781,0.0
fixed_size,dense,5,1,q_0021,lore,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,12.711600000329781,0.0
fixed_size,dense,10,1,q_0021,lore,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,12.711600000329781,0.0
fixed_size,dense,20,1,q_0021,lore,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,12.711600000329781,0.0
fixed_size,dense,1,1,q_0022,lore,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.691299999554758,0.0
fixed_size,dense,3,1,q_0022,lore,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,8.691299999554758,0.0
fixed_size,dense,5,1,q_0022,lore,1.0,0.5,0.6797310500037655,1.0,0.0,0.0,0.0,0.0,0.0,8.691299999554758,0.0
fixed_size,dense,10,1,q_0022,lore,1.0,0.5,0.6955762265703532,1.0,0.0,0.0,0.0,0.0,0.0,8.691299999554758,0.0
fixed_size,dense,20,1,q_0022,lore,1.0,0.5,0.6961417461113779,1.0,0.0,0.0,0.0,0.0,0.0,8.691299999554758,0.0
fixed_size,dense,1,1,q_0023,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.951999998927931,0.0
fixed_size,dense,3,1,q_0023,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.951999998927931,0.0
fixed_size,dense,5,1,q_0023,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.951999998927931,0.0
fixed_size,dense,10,1,q_0023,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.951999998927931,0.0
fixed_size,dense,20,1,q_0023,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.951999998927931,0.0
fixed_size,dense,1,1,q_0024,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91800000135845,0.0
fixed_size,dense,3,1,q_0024,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91800000135845,0.0
fixed_size,dense,5,1,q_0024,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91800000135845,0.0
fixed_size,dense,10,1,q_0024,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91800000135845,0.0
fixed_size,dense,20,1,q_0024,lore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91800000135845,0.0
fixed_size,dense,1,1,q_0025,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.96069999950123,0.0
fixed_size,dense,3,1,q_0025,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.96069999950123,0.0
fixed_size,dense,5,1,q_0025,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.96069999950123,0.0
fixed_size,dense,10,1,q_0025,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.96069999950123,0.0
fixed_size,dense,20,1,q_0025,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.96069999950123,0.0
fixed_size,dense,1,1,q_0026,lore,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.593800000104238,0.0
fixed_size,dense,3,1,q_0026,lore,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.593800000104238,0.0
fixed_size,dense,5,1,q_0026,lore,1.0,0.2,0.38685280723454163,1.0,0.0,0.0,0.0,0.0,0.0,12.593800000104238,0.0
fixed_size,dense,10,1,q_0026,lore,1.0,0.2,0.38685280723454163,1.0,0.0,0.0,0.0,0.0,0.0,12.593800000104238,0.0
fixed_size,dense,20,1,q_0026,lore,1.0,0.2,0.38685280723454163,1.0,0.0,0.0,0.0,0.0,0.0,12.593800000104238,0.0
fixed_size,dense,1,1,q_0027,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.065599999710685,0.0
fixed_size,dense,3,1,q_0027,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.065599999710685,0.0
fixed_size,dense,5,1,q_0027,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.065599999710685,0.0
fixed_size,dense,10,1,q_0027,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.065599999710685,0.0
fixed_size,dense,20,1,q_0027,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.065599999710685,0.0
fixed_size,dense,1,1,q_0028,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.300899999900139,0.0
fixed_size,dense,3,1,q_0028,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.300899999900139,0.0
fixed_size,dense,5,1,q_0028,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.300899999900139,0.0
fixed_size,dense,10,1,q_0028,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.300899999900139,0.0
fixed_size,dense,20,1,q_0028,lore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.300899999900139,0.0
fixed_size,dense,1,1,q_0029,mechanical,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.559300000953954,0.0
fixed_size,dense,3,1,q_0029,mechanical,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,11.559300000953954,0.0
fixed_size,dense,5,1,q_0029,mechanical,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,11.559300000953954,0.0
fixed_size,dense,10,1,q_0029,mechanical,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,11.559300000953954,0.0
fixed_size,dense,20,1,q_0029,mechanical,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,11.559300000953954,0.0
fixed_size,dense,1,1,q_0030,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.998000000152388,0.0
fixed_size,dense,3,1,q_0030,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.998000000152388,0.0
fixed_size,dense,5,1,q_0030,mechanical,1.0,1.0,0.8529278650606567,1.0,0.0,0.0,0.0,0.0,0.0,12.998000000152388,0.0
fixed_size,dense,10,1,q_0030,mechanical,1.0,1.0,0.8464256614820587,1.0,0.0,0.0,0.0,0.0,0.0,12.998000000152388,0.0
fixed_size,dense,20,1,q_0030,mechanical,1.0,1.0,0.8436282309871486,1.0,0.0,0.0,0.0,0.0,0.0,12.998000000152388,0.0
fixed_size,dense,1,1,q_0031,mechanical,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.347199999974691,0.0
fixed_size,dense,3,1,q_0031,mechanical,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.347199999974691,0.0
fixed_size,dense,5,1,q_0031,mechanical,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,14.347199999974691,0.0
fixed_size,dense,10,1,q_0031,mechanical,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,14.347199999974691,0.0
fixed_size,dense,20,1,q_0031,mechanical,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,14.347199999974691,0.0
fixed_size,dense,1,1,q_0032,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.005199998791795,0.0
fixed_size,dense,3,1,q_0032,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.005199998791795,0.0
fixed_size,dense,5,1,q_0032,mechanical,1.0,1.0,0.8772153153380493,1.0,0.0,0.0,0.0,0.0,0.0,14.005199998791795,0.0
fixed_size,dense,10,1,q_0032,mechanical,1.0,1.0,0.8772153153380493,1.0,0.0,0.0,0.0,0.0,0.0,14.005199998791795,0.0
fixed_size,dense,20,1,q_0032,mechanical,1.0,1.0,0.8772153153380493,1.0,0.0,0.0,0.0,0.0,0.0,14.005199998791795,0.0
fixed_size,dense,1,1,q_0033,mechanical,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.194699999075965,0.0
fixed_size,dense,3,1,q_0033,mechanical,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,13.194699999075965,0.0
fixed_size,dense,5,1,q_0033,mechanical,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,13.194699999075965,0.0
fixed_size,dense,10,1,q_0033,mechanical,1.0,0.3333333333333333,0.6125353345843497,1.0,0.0,0.0,0.0,0.0,0.0,13.194699999075965,0.0
fixed_size,dense,20,1,q_0033,mechanical,1.0,0.3333333333333333,0.6595775386491995,1.0,0.0,0.0,0.0,0.0,0.0,13.194699999075965,0.0
fixed_size,dense,1,1,q_0034,mechanical,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.091699998563854,0.0
fixed_size,dense,3,1,q_0034,mechanical,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.091699998563854,0.0
fixed_size,dense,5,1,q_0034,mechanical,1.0,0.2,0.38685280723454163,1.0,0.0,0.0,0.0,0.0,0.0,12.091699998563854,0.0
fixed_size,dense,10,1,q_0034,mechanical,1.0,0.2,0.4843542209360027,1.0,0.0,0.0,0.0,0.0,0.0,12.091699998563854,0.0
fixed_size,dense,20,1,q_0034,mechanical,1.0,0.2,0.49179886215554686,1.0,0.0,0.0,0.0,0.0,0.0,12.091699998563854,0.0
fixed_size,dense,1,1,q_0035,mechanical,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.756600000808248,0.0
fixed_size,dense,3,1,q_0035,mechanical,1.0,0.5,0.6934264036172708,1.0,0.0,0.0,0.0,0.0,0.0,11.756600000808248,0.0
fixed_size,dense,5,1,q_0035,mechanical,1.0,0.5,0.6934264036172708,1.0,0.0,0.0,0.0,0.0,0.0,11.756600000808248,0.0
fixed_size,dense,10,1,q_0035,mechanical,1.0,0.5,0.6663732474096913,1.0,0.0,0.0,0.0,0.0,0.0,11.756600000808248,0.0
fixed_size,dense,20,1,q_0035,mechanical,1.0,0.5,0.6663732474096913,1.0,0.0,0.0,0.0,0.0,0.0,11.756600000808248,0.0
fixed_size,dense,1,1,q_0036,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.802100001252256,0.0
fixed_size,dense,3,1,q_0036,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.802100001252256,0.0
fixed_size,dense,5,1,q_0036,mechanical,1.0,1.0,0.8772153153380493,1.0,0.0,0.0,0.0,0.0,0.0,9.802100001252256,0.0
fixed_size,dense,10,1,q_0036,mechanical,1.0,1.0,0.8772153153380493,1.0,0.0,0.0,0.0,0.0,0.0,9.802100001252256,0.0
fixed_size,dense,20,1,q_0036,mechanical,1.0,1.0,0.7946419117160276,1.0,0.0,0.0,0.0,0.0,0.0,9.802100001252256,0.0
fixed_size,dense,1,1,q_0037,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.108299999454175,0.0
fixed_size,dense,3,1,q_0037,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.108299999454175,0.0
fixed_size,dense,5,1,q_0037,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.108299999454175,0.0
fixed_size,dense,10,1,q_0037,mechanical,1.0,1.0,0.9613085758737654,1.0,0.0,0.0,0.0,0.0,0.0,12.108299999454175,0.0
fixed_size,dense,20,1,q_0037,mechanical,1.0,1.0,0.9389268044226627,1.0,0.0,0.0,0.0,0.0,0.0,12.108299999454175,0.0
fixed_size,dense,1,1,q_0038,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.742500001375447,0.0
fixed_size,dense,3,1,q_0038,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.742500001375447,0.0
fixed_size,dense,5,1,q_0038,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.742500001375447,0.0
fixed_size,dense,10,1,q_0038,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.742500001375447,0.0
fixed_size,dense,20,1,q_0038,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.742500001375447,0.0
fixed_size,dense,1,1,q_0039,mechanical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.918799999373732,0.0
fixed_size,dense,3,1,q_0039,mechanical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.918799999373732,0.0
fixed_size,dense,5,1,q_0039,mechanical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.918799999373732,0.0
fixed_size,dense,10,1,q_0039,mechanical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.918799999373732,0.0
fixed_size,dense,20,1,q_0039,mechanical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.918799999373732,0.0
fixed_size,dense,1,1,q_0040,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.85220000136178,0.0
fixed_size,dense,3,1,q_0040,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.85220000136178,0.0
fixed_size,dense,5,1,q_0040,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.85220000136178,0.0
fixed_size,dense,10,1,q_0040,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.85220000136178,0.0
fixed_size,dense,20,1,q_0040,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.85220000136178,0.0
fixed_size,dense,1,1,q_0041,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.687700000446057,0.0
fixed_size,dense,3,1,q_0041,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.687700000446057,0.0
fixed_size,dense,5,1,q_0041,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.687700000446057,0.0
fixed_size,dense,10,1,q_0041,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.687700000446057,0.0
fixed_size,dense,20,1,q_0041,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.687700000446057,0.0
fixed_size,dense,1,1,q_0042,mechanical,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.146100001511513,0.0
fixed_size,dense,3,1,q_0042,mechanical,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.146100001511513,0.0
